You searched for,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleaceae,Ourococcus,multisporus,,75.51,Published,JRPAA9859-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleaceae,Ourococcus,multisporus,,75.51,Published,JRPAA8153-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,,,,75.17,Published,JRPAA8161-15
,Chlorophyta,Chlorophyceae,,,Follicularia,texensis,,74.32,Published,JRPAA4910-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Chromochloris,zofingiensis,,73.81,Published,JRPAA9856-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Chromochloris,zofingiensis,,73.81,Published,JRPAA8150-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,aggregatus,,72.69,Published,JRPAA4900-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,aerius,,72.69,Published,JRPAA4899-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,cohaerens,,72.69,Published,JRPAA4549-15
,Chlorophyta,Chlorophyceae,Sphaeropleales,,Bracteacoccus,cohaerens,,72.69,Published,JRPAA4547-15
>otu2587,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,anserina,,89.64,Published,GBFBA026-05
,Ascomycota,,,,,,,89.41,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,pseudobassiana,,89.32,Published,JRPAA9791-15
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,pseudobassiana,,89.32,Published,JRPAA6829-15
,Ascomycota,Sordariomycetes,,,,,,89.3,Private,
,Ascomycota,Sordariomycetes,,,,,,89.16,Private,
,Ascomycota,Sordariomycetes,,,,,,89.05,Private,
,Ascomycota,,,,,,,89.02,Private,
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,89,Published,GBSP10228-18
,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,crassa,,89,Published,GBFBA027-05
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,88.89,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,88.89,Published,HY037-07
,Ascomycota,,,,,,,88.78,Private,
,Ascomycota,,,,,,,88.72,Private,
,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Paecilomyces,hepiali,,88.67,Published,JRPAA8103-15
,Ascomycota,,,,,,,88.44,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,88.35,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,bassiana,,88.35,Published,HY041-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,colhounii,,88.35,Published,JRPAA4684-15
,Ascomycota,,,,,,,88.35,Private,
>otu2595,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,80.22,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,76.85,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,75.93,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,75.93,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,75.46,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,71.76,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,71.37,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,hydatis,,71.3,Published,GBBAC1903-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,69.96,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,69.44,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,69.44,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,69.23,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,68.98,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,68.5,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,67.59,Published,GBBAC2007-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,67.59,Published,GBBAC2005-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flexibacteraceae,Gramella,forsetii,,67.13,Published,GBBAC1953-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,67.04,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,67.04,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,ruestringensis,,66.67,Published,GBBAC284-15
>otu2596,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadaceae,Cryptomonas,marssonii,,92.56,Published,CPTO043-09
,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,sp. LG-2014a,,88.24,Published,GBSP10231-18
,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,sinomuralis,,85.48,Published,GBSP10230-18
,Haptophyta,Prymnesiophyceae,Coccosphaerales,Coccolithaceae,Emiliania,huxleyi,,83.82,Published,HAPT019-07
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,83.76,Published,JRPAA3141-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,83.76,Published,JRPAA3135-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,83.76,Published,JRPAA3132-15
,Ochrophyta,Raphidophyceae,,,Chattonella,subsalsa,,83.17,Published,JRPAA3150-15
,Ochrophyta,Raphidophyceae,,,Chattonella,subsalsa,,83.17,Published,JRPAA3149-15
,Heterokontophyta,Oomycota,Saprolegniales,,,,,83.15,Private,
,Arthropoda,Insecta,Lepidoptera,Geometridae,Sterrhochaeta,rectilineata,curvifera,82.99,Private,
,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakina,,,82.96,Published,GBMIN139504-18
,Arthropoda,Insecta,Diptera,Sphaeroceridae,Pteremis,wirthi,,82.92,Private,
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,82.91,Published,JRPAA3140-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. ovata,,82.91,Published,JRPAA3131-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,82.91,Published,JRPAA3126-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina,,82.91,Published,JRPAA3125-15
,Ochrophyta,Raphidophyceae,,,Chattonella,marina var. antiqua,,82.91,Published,JRPAA3120-15
,Heterokontophyta,Oomycota,Saprolegniales,Saprolegniaceae,Dictyuchus,monosporus,,82.85,Published,OOMYA398-07
,Heterokontophyta,Oomycota,Saprolegniales,Saprolegniaceae,Saprolegnia,monilifera,,82.59,Published,OOMYA1936-08
>otu26,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,74.73,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Formosa,sp.,,72.94,Published,GBBAC2061-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,reichenbachii,,72.69,Published,GBBAC1907-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,72.69,Published,GBBAC1901-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,johnsoniae,,70.83,Published,GBBAC1909-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,geojensis,,70.7,Published,GBBAC2009-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,70.41,Published,GBBAC2033-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,70.37,Published,GBBAC1905-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,psychrophilum,,69.96,Private,
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,sp.,,69.91,Published,GBBAC2057-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,69.91,Published,GBBAC2055-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter,sp.,,69.91,Published,GBBAC2049-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,baltica,,69.44,Published,GBBAC2059-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,69.26,Published,GBBAC2053-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,sp.,,68.89,Published,GBBAC2031-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cellulophaga,algicola,,68.52,Published,GBBAC2051-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,,68.06,Published,GBBAC2005-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,sp.,,68.06,Published,GBBAC1911-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Muricauda,ruestringensis,,67.77,Published,GBBAC284-15
,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Winogradskyella,psychrotolerans,,67.13,Published,GBBAC2007-15
>otu260,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,lienhardti,,93.46,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,lienhardti,,93.2,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,89,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,89,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,89,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,89,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,89,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,89,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,88.67,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,88.35,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ommatoiulus,moreleti,,88.35,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,87.06,Private,
,Arthropoda,Diplopoda,Julida,Julidae,,,,86.81,Published,GMCWL023-15
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,86.73,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,86.73,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,86.73,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,86.73,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Ophyiulus,,,86.73,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,86.73,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Julus,scandinavius,,86.73,Private,
>otu2605,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,boreoibericus,,88.67,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,boreoibericus,,88.03,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,sagittarius,,86.41,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,sagittarius,,86.08,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,apenninorum,,85.76,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,apenninorum,,85.44,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,apenninorum,,84.79,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,pyrenaicus,,84.79,Private,
,Arthropoda,Insecta,Lepidoptera,Elachistidae,Elachista,aphyodes,,84.24,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,zinalensis,,83.82,Published,MYFAB415-11
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,zinalensis,,83.82,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,zinalensis,,83.82,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,zinalensis,,83.82,Early-Release,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,zinalensis,,83.82,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,zinalensis,,83.82,Private,
,Arthropoda,Diplopoda,Julida,Julidae,Allaiulus,groedensis,,83.51,Published,MYFAB406-11
,Arthropoda,Diplopoda,Julida,Julidae,Allaiulus,groedensis,,83.51,Published,MYFAB405-11
,Arthropoda,Diplopoda,Julida,Julidae,Allaiulus,groedensis,,83.5,Published,MYFAB408-11
,Arthropoda,Diplopoda,Julida,Julidae,Allaiulus,groedensis,,83.5,Published,MYFAB407-11
,Arthropoda,Diplopoda,Julida,Julidae,Allaiulus,groedensis,,83.5,Early-Release,
>otu2606,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5354-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5353-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5352-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5351-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5350-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5349-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5348-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5347-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5346-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5345-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5344-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5343-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5342-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5341-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5340-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5339-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5338-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5337-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5336-15
,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Leiopathes,glaberrima,,75.41,Published,GBCI5335-15
>otu2613,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
>otu2621,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,sacchari,,87.8,Published,HY066-07
,Ascomycota,,,,,,,87.58,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Emericellopsis,minima,,87.38,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Emericellopsis,minima,,87.38,Published,HY035-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,circinatum,,87.38,Published,HY064-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,87.38,Published,JRPAA4682-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,87.38,Published,JRPAA4681-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,87.38,Published,JRPAA4680-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,87.38,Published,JRPAA4679-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,decemcellulare,,87.38,Published,JRPAA4678-15
,Ascomycota,,,,,,,87.27,Private,
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,87.06,Published,GBSP10228-18
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Pseudeurotiaceae,Pseudogymnoascus,pannorum,,87.06,Published,GBMIN43800-15
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Pseudeurotiaceae,Pseudogymnoascus,pannorum,,87.06,Published,GBMIN43799-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,verticillioides,,87.06,Published,JRPAA9696-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,redolens,,87.06,Published,JRPAA9694-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,verticillioides,,87.06,Published,JRPAA5611-15
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,cortaderiae,,86.89,Published,HY077-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,cf. avenaceum,,86.73,Published,HY046-07
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,cortaderiae,,86.73,Published,HY049-07
>otu2625,Ascomycota,Lecanoromycetes,Lecanorales,Peltigeraceae,Peltigera,malacea,,88.03,Published,JRPAA9703-15
,Ascomycota,Lecanoromycetes,Lecanorales,Peltigeraceae,Peltigera,membranacea,,87.38,Published,JRPAA9704-15
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,lenta,,87.06,Published,LHM009-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,minima,,87.06,Published,LHM010-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,atra,,87.06,Published,LHM045-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,sp.,,87.03,Published,LHM046-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,atra,,87.01,Published,LHM044-08
,Ascomycota,,,,,,,86.94,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,86.93,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,86.93,Published,HY037-07
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM012-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM013-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM014-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM015-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM016-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM017-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM018-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM019-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM020-08
,Ascomycota,Leotiomycetes,Leotiomycetes_order_Incertae_sedis,Leotiomycetes_family_incertae_sedis,Leohumicola,levissima,,86.73,Published,LHM021-08
>otu2632,Ascomycota,Sordariomycetes,,,,,,92.46,Private,
,Ascomycota,,,,,,,90.91,Private,
,Ascomycota,Ascomycota_class_incertae_sedis,Ascomycota_order_incertae_sedis,Ascomycota_family_incertae_sedis,Verticillium,nonalfalfae,,90.29,Published,GBSP10228-18
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,colhounii,,88.35,Published,JRPAA4684-15
,Ascomycota,,,,,,,88.35,Private,
,Ascomycota,,,,,,,87.7,Private,
,Ascomycota,Sordariomycetes,,,,,,87.65,Private,
,Ascomycota,,,,,,,87.63,Private,
,Ascomycota,,,,,,,87.59,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,87.58,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Monocillium,mucidum,,87.58,Published,HY037-07
,Ascomycota,,,,,,,87.58,Private,
,Ascomycota,Sordariomycetes,,,,,,87.55,Private,
,Ascomycota,,,,,,,87.5,Private,
,Ascomycota,,,,,,,87.5,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaaceae,Acremonium,murorum var. felina,,87.38,Published,HTWO007-08
,Ascomycota,Sordariomycetes,,,,,,87.06,Private,
,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,delphinoides,,87.06,Published,HY044-07
